fighter_id,name,nickname,wins,losses,ties,height_in,weight_lb,reach_in,stance,age,slpm,str_acc_dec,sapm,str_def_dec,td_avg,td_acc_dec,td_def_dec,sub_avg
745fa7b605f8e2da,Fatima Kline,The Archangel,9,1,0,66,115,67,Orthodox,25,5.01,0.5,2.71,0.57,2.02,0.58,0.5,0.0
454c1f0b638972ab,Armando Villarreal,La Lumbre,5,2,0,67,135,66,Southpaw,36,3.23,0.55,4.3,0.52,3.23,0.25,0.0,0.0
6eedb757f13b9978,Marwan Rahiki,Freaky,7,0,0,68,145,72,Orthodox,23,5.96,0.47,6.1,0.56,0.0,0.0,1.0,2.1
d967f0128c323de6,Daniel Cormier,DC,22,3,,71,235,72,Orthodox,46,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4
56f7d7ee06be4aab,Zac Pauga,The High Chief,7,3,0,74,205,76,Orthodox,37,4.46,0.62,2.73,0.58,0.38,0.07,1.0,0.0
ac7c765882f2c68c,Elise Reed,,8,5,0,63,115,63,Orthodox,33,3.41,0.53,3.26,0.51,0.46,0.6,0.53,0.0
74d5f71eeb0c66c7,Gabriel Salinas-Jones,,5,2,1,73,245,,,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c5f7d5c6d084b35,Gabriel Checco,Zangief,10,2,0,73,185,,Switch,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35b3772629e27a49,Kevin Croom,Crash,21,15,,71,135,73,Orthodox,38,2.65,0.34,3.1,0.41,0.48,0.05,0.3,0.5
d0c325dfefdde31f,Garrett Mueller,,3,3,0,69,135,,,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ba5e253af86db1a8,Terrion Ware,Flash,17,9,0,68,135,71,Orthodox,39,4.02,0.32,6.07,0.5,0.5,0.22,0.44,0.0
69a400af4420cd6a,Andreas Stahl,Real Steel,10,4,0,71,170,,Orthodox,37,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0
676a2e5ec4d7338c,Eduardo Dantas,Dudu,20,4,0,70,135,,,37,3.33,0.6,3.0,0.6,4.0,0.23,1.0,0.0
86b9b51a81e9c339,Anthony Leone,,15,8,0,66,135,,Orthodox,38,1.94,0.53,2.52,0.56,1.72,0.18,0.0,0.0
c80095f6092271a7,Tim Boetsch,The Barbarian,21,13,0,72,185,74,Orthodox,45,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8
aec273fcb765330d,Kyle Jensen,,4,11,2,69,170,,Orthodox,46,0.0,0.0,0.92,0.6,6.92,1.0,0.0,6.9
232c582f29f8f65e,Gegard Mousasi,,42,6,2,74,185,76,Orthodox,40,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1
8d11d9c13e2ccdf7,Muhammad Naimov,Hillman,13,4,0,69,145,70,Orthodox,31,2.51,0.4,3.35,0.44,1.49,0.3,0.68,0.2
dfbb95ca0c143988,Shana Olsen,Rock Solid,5,2,0,67,145,,,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634e2fb70bde3fd5,Holly Holm,The Preacher's Daughter,15,7,,68,135,69,Southpaw,44,3.13,0.4,2.92,0.55,0.87,0.3,0.76,0.1
a7897d200692ab64,Kyung Ho Kang,Mr. Perfect,19,11,,69,135,73,Orthodox,38,3.13,0.47,3.32,0.54,1.97,0.5,0.68,0.8
6a96ad1bc34fb113,Ismail Naurdiev,,25,8,0,70,185,74,Orthodox,29,3.66,0.52,1.75,0.64,1.48,0.4,0.73,0.2
16d09e800ad7ec79,Luiz Firmino,Buscape,19,8,0,66,154,,Orthodox,43,1.23,0.5,1.22,0.51,3.86,0.45,0.2,0.9
52f7d300738961ac,Marcio Navarro,The Locomotive,14,14,0,72,155,,,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9deff9e3e8d94d47,Josh Samman,Anqa,13,4,0,75,185,79,Orthodox,37,2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4
8215e4fe24e8e81b,Daisuke Sugie,Amazon,10,8,1,66,160,,Orthodox,45,0.0,0.0,0.22,0.8,3.27,0.5,0.0,3.3
88cd34d836b4ebcd,Teruto Ishihara,Yashabo,10,7,2,67,135,69,Southpaw,34,3.26,0.44,3.63,0.53,0.5,0.16,0.3,0.0
9014c02eff8b3d62,Carlos Ulberg,Black Jag,14,1,0,76,205,77,Orthodox,35,6.54,0.55,4.04,0.51,0.55,0.6,0.85,0.2
9123c54d0a2b72dd,Christian Colombo,,8,3,1,77,265,,Orthodox,45,2.76,0.44,4.02,0.42,0.0,0.0,0.33,0.0
f1928a52590c5532,Curtis Millender,Curtious,17,5,0,74,170,76,Orthodox,38,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0
9256f591b30c073e,Felipe Lima,Jungle Boy,14,2,0,66,135,68,Orthodox,27,2.86,0.45,2.91,0.64,2.18,0.27,0.85,0.7
a8ea84cbe1655f0a,Jeff Curran,Big Frog,36,18,1,66,135,69,Orthodox,48,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2
6ded9184b2284645,Willie Gates,,12,7,0,68,125,72,Orthodox,39,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4
411d012af19ecb59,Chris Spang,The Kiss,6,3,0,74,170,,Orthodox,38,1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9
0e8744ded08ee5fb,Louis Jauregui,,4,2,0,67,170,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18944a1a6ac1becf,Andre Walker,,1,5,0,71,205,,Southpaw,53,2.28,0.31,4.36,0.34,0.0,0.0,0.0,0.0
5f61780fe5e9b6d0,Andre Petroski,,13,6,0,72,185,73,Switch,34,2.81,0.49,2.79,0.53,3.15,0.51,0.86,1.3
b87c3f460709f74c,Jeremy Wallace,,4,6,0,69,,,,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cd2e5a390821fb48,TJ Laramie,,12,5,0,66,145,66,Orthodox,28,1.49,0.5,2.64,0.38,1.44,0.33,0.4,0.0
d6285cba1d1052e0,Bojan Mihajlovic,,10,6,0,71,205,73,Orthodox,45,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0
8d5daf67983b65ba,Fred Ettish,,1,1,0,72,180,,Southpaw,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760a55d5b6098cbe,Carlos Candelario,The Cannon,8,3,0,68,125,68,Southpaw,34,3.97,0.46,5.17,0.44,2.28,0.36,0.53,0.3
a25b71fe5e31fa97,Nobuhiko Takada,,2,6,2,72,220,,Southpaw,63,0.31,0.24,1.92,0.39,1.15,0.2,0.0,0.0
6b16024d44eb03a2,Jhonoven Pati,The Samoan Savage,6,4,0,73,185,75,Switch,35,2.88,0.53,6.13,0.33,2.7,1.0,0.0,0.0
154a6b3ffae264cd,Pawel Nastula,,5,6,0,72,230,,Southpaw,55,1.3,0.43,1.73,0.5,3.0,0.6,0.0,1.5
411539901068522f,Jodie Esquibel,,6,6,0,61,115,64,Orthodox,39,4.1,0.31,7.37,0.52,0.75,0.21,0.83,0.0
80fa8218c99f9c58,Amanda Nunes,The Lioness,23,5,0,68,135,69,Orthodox,37,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7
8e9eb3fc86db0f7d,Marc-Andre Barriault,Powerbar,17,11,,73,185,74,Orthodox,36,5.65,0.47,5.94,0.49,0.34,0.28,0.68,0.1
0a2813f89a758ff7,David Marshall,,8,4,0,74,170,,,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9e30f69cc0869301,James Thompson,The Colossus,20,16,,77,265,,Orthodox,47,5.13,0.52,3.19,0.41,3.14,0.36,0.53,1.3
b35ba64b6a2bbcb3,Jose Maria,No Chance,37,7,,65,125,,Orthodox,44,3.2,0.53,3.98,0.52,2.32,0.27,0.33,2.3
b7f38813485745da,Michael Kuiper,,15,5,0,72,185,73,Orthodox,36,3.28,0.54,3.62,0.54,2.3,0.55,0.79,0.0
32490e80ddab1e5a,Song Kenan,The Assassin,22,9,0,72,170,71,Orthodox,35,4.49,0.46,5.82,0.51,0.42,0.3,0.73,0.0
1b41c21d947d6f2f,Brooke Mayo,The Bully,0,1,0,67,125,,,,1.92,0.34,3.2,0.63,3.2,0.6,0.0,2.1
886264a0c9f4ea5e,Andre Muniz,Sergipano,24,8,0,73,185,78,Southpaw,36,2.08,0.48,2.46,0.51,3.98,0.48,0.35,1.1
6104730621ff318d,Karla Benitez,,14,11,,63,113,,,47,0.0,0.0,2.4,0.57,0.0,0.0,1.0,0.0
d1941565abf50b16,Jim Miller,A-10,38,19,,68,155,71,Southpaw,42,2.92,0.42,3.44,0.56,1.5,0.45,0.48,1.7
60029bcf496bd707,Soa Palelei,The Hulk,22,5,0,76,265,81,Orthodox,48,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0
c830bc2eb134b646,Rio Tirto,,8,1,0,64,125,66,Switch,26,0.0,0.0,2.11,0.69,0.0,0.0,0.0,0.0
a85998eb79650b2c,Wes Combs,The Soldier,20,6,0,74,205,,Orthodox,52,2.14,0.48,4.73,0.45,0.0,0.0,0.0,0.0
224050896306f00c,Bartosz Szewczyk,,8,3,1,76,205,73,Orthodox,28,2.7,0.33,3.52,0.47,0.0,0.0,0.0,0.0
e8fb8e53bc2e29d6,Marcus Bossett,The Grasshopper,1,3,0,73,215,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06dc1a58663579d2,Travis Galbraith,The Gladiator,18,7,0,72,170,,Orthodox,44,2.21,0.4,3.45,0.48,1.33,0.25,0.0,1.3
bc7efc037c5f6550,Kailan Hill,,4,1,,73,185,77,Southpaw,31,2.6,0.53,4.8,0.37,3.0,0.42,0.0,0.0
1fd4fbdcc67de844,Drew McFedries,The Massacre,12,7,0,72,185,72,Southpaw,47,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7
f57a8a52ca401ed9,Nick Diaz,,26,10,,73,170,76,Southpaw,42,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0
f0abbb6f3444dae7,Paul Buentello,The Headhunter,35,17,0,74,245,77,Orthodox,52,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4
990060b2a68a7b82,Naoki Matsushita,,12,16,11,66,155,,Orthodox,49,3.3,0.32,2.2,0.63,1.5,1.0,0.0,0.0
d1c65d2cf2925ddd,Gregory Rodrigues,Robocop,18,6,0,75,185,75,Orthodox,34,5.6,0.51,4.84,0.5,1.93,0.34,0.75,0.4
3058888c33149a53,Yusuke Kasuya,,9,3,0,67,155,,Southpaw,36,2.17,0.44,4.34,0.48,1.36,0.33,0.0,0.0
c76ceda100ac0fad,Daiki Hata,DJ Taiki,17,11,7,66,139,,Orthodox,43,1.44,0.39,1.42,0.55,0.67,1.0,0.35,0.7
501b07aec9b8fc2d,Sam Stout,Hands of Stone,20,12,1,69,155,70,Orthodox,41,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
0cd0456d6029cec2,Robert Valentin,Robzilla,11,6,,74,185,77,Orthodox,30,1.13,0.56,2.83,0.32,0.0,0.0,0.55,1.3
b8da6f5c80ae2d15,Fedor Emelianenko,The Last Emperor,36,5,,72,230,74,Orthodox,49,3.18,0.51,1.0,0.63,2.0,0.63,0.82,1.9
d6c0cdd7e467c440,Kyle Daukaus,,17,4,,74,185,76,Southpaw,32,3.32,0.53,2.9,0.42,2.08,0.25,0.82,2.1
7c6e87729e824ef4,Ildemar Alcantara,Marajo,21,11,0,74,185,78,Orthodox,43,1.93,0.38,2.63,0.5,2.0,0.68,0.81,0.9
6085ceb59087514b,Steve Lopez,,13,6,1,71,155,,Orthodox,41,1.39,0.24,2.69,0.62,0.0,0.0,0.37,0.0
c0a93b52096b7682,Frank Megallon,,2,3,0,70,185,,Southpaw,,1.14,0.21,5.32,0.54,0.0,0.0,0.0,0.0
cd12227edd3f134b,Keith Wisniewski,The Polish Connection,28,15,1,72,170,,Orthodox,44,2.32,0.52,4.86,0.42,1.57,0.4,0.78,0.3
e3162dbdbfd78287,Cody Law,,9,2,0,,145,,,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88a9bc81271ccd89,Vinny Magalhaes,Pezao,14,9,,75,205,75,Orthodox,41,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8
e4e0993befecdaf8,Liam McGeary,,12,2,0,78,205,,,43,1.28,0.48,1.92,0.5,0.51,1.0,0.0,2.5
b1605ea39fba6af6,Kazuyuki Fujita,Ironhead,15,12,0,72,235,,Orthodox,55,1.05,0.49,1.99,0.52,2.78,0.36,0.85,0.6
5d1b7e3dd9e11074,Manel Kape,StarBoy,22,7,0,65,125,68,Southpaw,32,5.04,0.56,4.08,0.57,0.4,0.3,0.81,0.3
a3f8356ace5e3eb5,Miles McDonald,,2,1,0,67,115,,,34,5.1,0.45,4.0,0.43,0.0,0.0,1.0,1.0
00a3ff40c4b2cf21,Glaico Franca Moreira,Nego,15,5,0,72,155,77,Orthodox,34,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3
404ecb2700844072,DeAnna Bennett,The Argentine Assassin,8,3,1,64,125,68,Orthodox,41,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0
63eedfcc73071d41,Lance Gibson,Fearless,4,5,0,69,185,,Orthodox,55,1.21,0.75,6.44,0.2,0.0,0.0,0.0,0.0
2545c7f47a65bca3,Kaleo Kwan,Leo Boy,11,16,0,67,155,,,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
040426baba8a45e8,Nate Schroeder,,11,10,0,73,230,,,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2e7878927067fdca,Manuel Torres,El Loco,17,3,0,70,155,73,Switch,30,7.29,0.59,4.08,0.54,1.72,0.66,0.9,0.9
1dab0d1d81dd06db,Tra Telligman,Trauma,7,5,1,74,233,,Orthodox,61,1.83,0.35,3.02,0.56,0.87,1.0,0.8,0.0
dab0e6cb8c932162,Anthony Morrison,Cheesesteak,20,12,,67,145,,Orthodox,41,1.7,0.33,0.49,0.8,0.0,0.0,0.5,0.0
ac026518a9b4dc0f,Jordan Leavitt,The Monkey King,12,3,0,69,145,71,Southpaw,30,2.49,0.61,1.79,0.57,2.92,0.3,0.3,1.3
9bf126927843e184,Joe Taimanglo,The Juggernaut,23,7,1,64,135,,,41,4.18,0.42,4.55,0.59,5.45,0.4,1.0,1.4
509697e08673d2e5,Hiromitsu Miura,,12,7,0,69,170,71,Orthodox,44,2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6
c96e2ae6021144a1,Damacio Page,The Angel of Death,19,10,0,66,135,66,Orthodox,43,2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9
40eb2aef4d5577d4,John Yoo,,0,1,0,,135,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8cf90e41646491fd,Ilima Macfarlane,,6,0,0,64,125,,,,4.13,0.43,2.93,0.65,0.0,0.0,0.5,1.0
5095b0920a3602aa,Blake Bilder,El Animal,8,2,1,68,145,68,Switch,35,3.81,0.48,4.15,0.53,0.31,0.07,0.71,0.6
7450525c7ba032a0,Heath Herring,The Texas Crazy Horse,28,16,,76,250,78,Orthodox,47,2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7
6809c31286b08d97,Tom Watson,Kong,17,9,0,73,185,73,Orthodox,43,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0.0
2b6d855c6e280fb1,Alex Nicholson,The Spartan,7,4,0,76,185,77,Orthodox,35,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5
66579081831db7b0,Eliezer Kubanza,,7,1,0,69,170,74,Orthodox,28,2.11,0.5,6.97,0.37,0.0,0.0,1.0,0.0
54ed8dc6f8c31207,Gilbert Smith,,12,6,0,69,185,,Southpaw,44,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2
eb9446a4f44e19cf,Tokitaka Nakanishi,Toky,12,4,0,66,135,66,Orthodox,29,1.1,0.44,1.57,0.45,3.0,0.37,0.0,0.0
03b1e846b09f721d,Denis Sobolev,,4,7,0,75,216,,Orthodox,50,0.0,0.0,5.45,0.33,0.0,0.0,0.0,0.0
b0f316c60f8d3b47,Josh Ferguson,Taz,10,5,0,65,125,,Orthodox,37,2.13,0.43,4.18,0.32,0.59,0.11,0.54,0.0
acd870570949d8a2,Leonardo Damiani,Puppy,10,3,1,70,170,69,Orthodox,35,1.67,0.23,4.17,0.37,0.0,0.0,0.5,0.0
637a4d8825464c62,Anthony Taylor,Pretty Boy,1,3,0,67,145,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a307a10414d0ad00,Chi Lewis-Parry,Chopper,7,0,,81,243,,,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69f01b25dfabaf6b,Mads Burnell,,9,3,0,68,145,69,Orthodox,31,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4
52c2ae6d2f2d2613,Youssef Zalal,The Moroccan Devil,18,5,1,70,145,72,Switch,29,3.03,0.5,1.78,0.66,2.17,0.31,0.59,1.4
acd9513399a8b09b,Ednaldo Oliveira,Lula,17,3,,77,205,,Orthodox,42,1.03,0.22,1.8,0.52,0.0,0.0,0.42,0.0
ae954fd497025462,Justin Governale,The Therapist,5,5,0,,145,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f40ec51dd4de47c3,Jonavin Webb,The Spyder,9,2,,70,170,,Orthodox,36,1.47,0.3,2.27,0.64,2.5,0.31,0.4,1.0
75bbd2206a15319f,Edwin DeWees,Babyface,38,17,,73,185,,Orthodox,43,1.53,0.33,6.19,0.39,2.18,0.66,0.0,3.3
56c975c4a2b357a5,Vitaly Minakov,,20,0,0,74,249,,,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7182146226dabe22,Chris Wright,,8,5,1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e5dc36e0aba7e9da,Alejandro Garcia,Alex,14,10,,67,145,,,45,1.22,0.62,1.14,0.65,8.55,0.87,0.66,0.0
606136dee6f6ecea,Dan Molina,,13,9,0,70,216,,,41,0.0,0.0,5.58,0.6,0.0,0.0,0.0,20.9
9d83f6da776ff7d6,Roman Kopylov,,14,5,0,72,185,75,Southpaw,33,4.59,0.5,5.18,0.52,1.14,0.47,0.88,0.0
d436f5d55156a521,Murtazali Magomedov,The Highlight,10,0,0,69,145,70,Orthodox,26,5.57,0.4,1.86,0.84,0.0,0.0,0.0,0.0
5f3805dda9661cba,Jason Witt,The Vanilla Gorilla,19,9,0,70,170,70,Orthodox,39,2.15,0.44,2.54,0.52,6.9,0.48,1.0,0.9
710f0f8c5d5c9d41,Lucas Almeida,,15,5,0,71,145,71,Orthodox,35,4.94,0.39,5.36,0.44,0.0,0.0,0.53,0.0
17c6e35e4da505b0,J.T Taylor,The Outlaw,7,7,0,70,,,,,3.17,0.8,3.7,0.26,3.96,1.0,0.0,7.9
c5dc1bf9b78f262c,Hyeonjong Song,,8,1,0,,135,,,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81b57acd6975ac06,Dino Pezao,,1,3,0,,205,,Orthodox,,0.66,0.3,3.28,0.31,0.0,0.0,0.0,0.0
3ab0df1ddd5f1dc2,Mike Cook,,13,13,0,73,205,,Orthodox,44,1.72,0.49,2.4,0.46,1.03,0.33,0.55,2.1
b909a9a9688b5284,Gabriel Miranda,Fly,17,8,0,71,145,71,Orthodox,35,3.23,0.43,6.01,0.37,4.75,0.38,0.0,1.9
2b074403b7c6cdb4,Thomas Almeida,Thominhas,22,5,0,67,145,70,Southpaw,34,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0.0
30e8b4505f5ccf92,Kiyoshi Tamura,,32,13,3,71,185,,Southpaw,56,2.44,0.53,1.44,0.6,0.58,0.6,0.45,0.2
5c126c6aac3ef364,Poliana Botelho,,8,5,0,68,125,67,Orthodox,37,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0
34b634cb2471bdde,Drew Pendleton,,5,0,0,,145,,,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bdedbdeedff7d1d,Bolaji Oki,The Zulu Warrior,10,3,0,70,155,73,Orthodox,30,6.59,0.44,5.15,0.61,1.01,0.6,0.66,0.0
acbb9c76f5894e36,Sean Holden,,5,2,0,70,170,,,41,2.4,0.59,0.6,0.59,5.0,0.83,0.0,2.0
e44c679c30403cba,Lacey Schuckman,,11,10,0,63,125,,,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ee9d73f4fee9cbdd,Antonio Rodrigo Nogueira,Minotauro,34,10,,75,240,77,Orthodox,49,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4
39330403ad27c2bb,Patrick Williams,The Animal,8,6,0,68,135,73,Orthodox,44,4.12,0.51,4.12,0.52,2.71,0.41,1.0,0.5
885adaff8fe15cf7,Austin Tweedy,,8,2,0,69,155,,Orthodox,35,4.29,0.66,6.43,0.0,0.0,0.0,0.0,0.0
fc31f896cde2bc2e,John Howard,Doomsday,24,13,0,67,170,72,Orthodox,42,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4
7ee0fd831c0fe7c3,Carlos Prates,The Nightmare,23,7,0,73,170,78,Switch,32,3.77,0.55,4.53,0.47,0.21,1.0,0.8,0.0
2fee10d5cf86bfca,Maia Stevenson,,6,5,0,64,115,62,Orthodox,43,1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0
